job_id,display_name,category,status,priority,evidence,source_url,reference_traits,observation,recommendation,reviewed_image,master_sha256,master_px,capture_px,capture_path,accepted_version,generation_model_record,contact_sheet,tile
JOB-0096,Wolfwere,creatures,IDENTITY_REVIEW,P2,local_visual_only,,,Wolfwere pictured wolf-man hybrid; older counterpart needed.,Resolve original book/edition and canonical identity before a reroll or duplicate addition.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\wolfwere.png,8a3fb6e437082fa931d695db2e4c71639817827123b2d7f158c9f345858975cd,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\wolfwere.png,1,gpt-image-2 (Codex built-in),sheets/sheet-08.png,5
JOB-0097,Worg,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\worg.png,7a8f6b3369bf40d7358cdbd5786b9c98407fd20264ef7f563dfc2c329f098e6f,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\worg.png,1,gpt-image-2 (Codex built-in),sheets/sheet-08.png,6
JOB-0098,Wraith,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\wraith.png,9f15fed4814407d77d6d3b67004b5a9b3d4de9f051e5a0abc93736f8028b6d35,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\wraith.png,1,gpt-image-2 (Codex built-in),sheets/sheet-08.png,7
JOB-0099,Wyvern,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\wyvern.png,874f2351ee6c702253635095a829dfc4d7b523af7865b01847beb4430c1b644e,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\wyvern.png,2,unreported (Codex built-in),sheets/sheet-08.png,8
JOB-0100,Xorn,creatures,WATCHLIST,P2,local_visual_only,,,Xorn three eyes but only two clear arms/legs; rear limb visibility unresolved.,"Check at full size and against intended edition; no automatic retirement for pose, occlusion, costume, or style alone.",C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\xorn.png,aac4eecfffbaaeea8c21ae47b7451032f50f774a0f34dca77b6442492ce4433d,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\xorn.png,1,gpt-image-2 (Codex built-in),sheets/sheet-08.png,9
JOB-0101,Yeti,creatures,WATCHLIST,P2,local_visual_only,,,"Yeti carries club and tailored gear, closer to giant than wild yeti.","Check at full size and against intended edition; no automatic retirement for pose, occlusion, costume, or style alone.",C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\yeti.png,abc03062160d2964f5ae6258f1532f7bfae64c2deb0f6f6268f7745de329f739,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\yeti.png,1,gpt-image-2 (Codex built-in),sheets/sheet-08.png,10
JOB-0102,Zombie,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\zombie.png,46fc7c8cf00870da61a9c565050afcd65a84bc37868db1e1fed50a9dca64b555,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\zombie.png,1,gpt-image-2 (Codex built-in),sheets/sheet-08.png,11
JOB-0103,Banded Mail,armor,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\banded-mail.png,5ec5bbaf71c6dbac6187c3f0661dc16785e3f78390d8fc7bf2a0913515e722a8,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\banded-mail.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-01.png,7
JOB-0104,Brigandine,armor,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\brigandine.png,d1c4bf3ec5d6bb1b1104844831a2fbb173d5fcf54b9d630b7c68e3e00c69e48e,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\brigandine.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-01.png,8
JOB-0105,Bronze Plate Mail,armor,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\bronze-plate-mail.png,da338534944e8a0eeb8563c3efece8401e6964350625dc71883ad9a119b5b892,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\bronze-plate-mail.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-01.png,9
JOB-0106,Chain Mail,armor,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\chain-mail.png,b4e11cf4bba5ba4d441fe12fad224214bfb85a799ed41766487e71b032ccaa2e,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\chain-mail.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-01.png,10
JOB-0107,Field Plate,armor,WATCHLIST,P2,local_visual_only,,,Field Plate is just a breastplate; category may imply a fuller suit in older rules.,"Check at full size and against intended edition; no automatic retirement for pose, occlusion, costume, or style alone.",C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\field-plate.png,0e5e96f037099a4e2bb10a5714e5e07c6a38d433662f53dc3c964360fc786575,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\field-plate.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-01.png,11
JOB-0108,Full Plate,armor,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\full-plate.png,9adcd075a330b32afb5d60f70a5078afd51026ac21d2baeee75f9cb953d911ad,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\full-plate.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-01.png,12
JOB-0109,Basinet,armor,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\helm-basinet.png,eb15331ff34c0882d688e57ae719a6b6f5cdedf55c5473417f25171c5009507b,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\helm-basinet.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-02.png,1
JOB-0110,Cap,armor,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\helm-cap.png,a230a45f0ce2cdf58c23faf903e457f6eaeb74c6cd15a2efd21c5b3c7d375e7a,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\helm-cap.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-02.png,2
JOB-0111,Coif,armor,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\helm-coif.png,4cbd90cf9efdca7ac13ca3fac29c8cd50f6a35c6c45a1a443549b340895e2dd3,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\helm-coif.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-02.png,3
JOB-0112,Great Helm,armor,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\helm-great-helm.png,d41a237241e0e62db370b8c8cf1219237f4ed2f74187c93e71727290a11e8b38,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\helm-great-helm.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-02.png,4
JOB-0113,Open-Face Helm,armor,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\helm-open-face.png,2a932740809b06009f998f212cfb87add3c98b20decf8fbcc5a7a3c59e74afd1,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\helm-open-face.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-02.png,5
JOB-0114,Leather Armor,armor,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\leather.png,4903a8045050d71be1c4e0740b0500672b895af1c0e8bc8b8ec1365dca470507,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\leather.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-02.png,6
JOB-0115,Padded Armor,armor,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\padded.png,dd7352792383e8ff3f08c4f579e45868f1975396eba058ecf71dbcc55b432f28,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\padded.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-02.png,7
JOB-0116,Plate Mail,armor,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\plate-mail.png,ae1bcd9516750ea112e844e11ff55043815a9d56855f6bdd58ca4a94209a5c96,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\plate-mail.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-02.png,8
JOB-0117,Scale Mail,armor,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\scale-mail.png,2eebdadff5b19981bd5deef12124957444b1e3d8871164a38de6ada9a438c950,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\scale-mail.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-02.png,9
JOB-0118,Body Shield,armor,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\shield-body.png,7a3ba06097cdae320c884381e91cef7b19d6db7780d615a73ebf7c1c695b4f12,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\shield-body.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-02.png,10
JOB-0119,Buckler,armor,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\shield-buckler.png,ff5ad308282e880bb6f8c928cfb714637d2db55b7b493569824c1948c104b2dc,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\shield-buckler.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-02.png,11
JOB-0120,Medium Shield,armor,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\shield-medium.png,8ff29163c19b820147e3d6336362ec10fbcff620297c5bba1a8213448faec8f3,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\shield-medium.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-02.png,12
JOB-0121,Small Shield,armor,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\shield-small.png,64d605a8a83ae48446ce35ff46b5b2b6324f5ee2df8212a5d654714fdca04836,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\shield-small.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-03.png,1
JOB-0122,Splint Mail,armor,WATCHLIST,P2,local_visual_only,,,Splint Mail uses broad horizontal rectangular plates rather than clear narrow vertical splints.,"Check at full size and against intended edition; no automatic retirement for pose, occlusion, costume, or style alone.",C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\splint-mail.png,e5b4c93be095c7b37f0b3578a669576c83092b43fe192436466945c5010cb14c,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\splint-mail.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-03.png,2
JOB-0123,Studded Leather,armor,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\armor\studded-leather.png,8b8a9232326d9e04da180b3e93f3973af96e9317e534bf4e3eea0cd7cca1980a,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\armor\studded-leather.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-03.png,3
JOB-0124,Ale (per gallon),equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\ale.png,f9308b20b340a2243989a2c878dca673bbda83c80d7f6795b769d4cf4b32ba45,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\ale.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-03.png,4
JOB-0125,Backpack,equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\backpack.png,af469e89dcf9f370e5560483d9959fa69773a8c7255134b054a0b58c42c3cf54,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\backpack.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-03.png,5
JOB-0126,Banquet (per person),equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\banquet.png,eac31e60cfda76fd3401cc3d48f0be8d1640e0f3585d77a1295def540d438cc5,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\banquet.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-03.png,6
JOB-0127,"Barding, Chain",equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\barding-chain.png,e341b4b6cacd3362d926e7625e7c5066965a134b7e33f0e8d83ea2c03a122abe,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\barding-chain.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-03.png,7
JOB-0128,"Barding, Full Plate",equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\barding-full-plate.png,277f948f5588c88ad01b9ec7e7f35432567c465771a2d744283b4e10b39b8c6a,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\barding-full-plate.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-03.png,8
JOB-0129,"Barding, Full Scale",equipment,PRIORITY_REVIEW,P1,official_text_compared,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/equipment,Scale armor uses overlapping metal scales; applying construction to barding is an inference.,"Full Scale Barding appears made of large solid plates, without overlapping scale construction.","Claude should inspect the original with the cited reference or intended-edition source, correct the brief, and decide whether to retire/requeue.",C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\barding-full-scale.png,faed074691b1ee28a9cd97a9281f18a4a2b02bc5899e3e58e1c999a584fba4df,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\barding-full-scale.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-03.png,9
JOB-0130,"Barding, Half Brigandine",equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\barding-half-brigandine.png,14ec4d55d88a3a32a79565c7eb56d8bc6bbb7a9a6b676ba2ca0ea4a80aa8ab96,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\barding-half-brigandine.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-03.png,10
JOB-0131,"Barding, Half Padded",equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\barding-half-padded.png,765c04e738da6686a8a2bc9ccec25ba6b9bcd352fcc942ff430040efb31d7932,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\barding-half-padded.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-03.png,11
JOB-0132,"Barding, Half Scale",equipment,PRIORITY_REVIEW,P1,official_text_compared,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/equipment,Scale armor uses overlapping metal scales; applying construction to barding is an inference.,"Half Scale Barding appears made of large solid plates, without overlapping scale construction.","Claude should inspect the original with the cited reference or intended-edition source, correct the brief, and decide whether to retire/requeue.",C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\barding-half-scale.png,e9fc710eb1c0314892accdd3af67f8eabfb2d576593a5d63a61dcc18cbc07fc3,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\barding-half-scale.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-03.png,12
JOB-0133,"Barding, Leather or Padded",equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\barding-leather-or-padded.png,84f089647c4f458ad39c02c5f3cc50c198ac044b90482265c2368fbb55427150,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\barding-leather-or-padded.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-04.png,1
JOB-0134,Barge,equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\barge.png,68643addb74caf56d5daff5c081b1c21c8227de4af635edb97b6040f236bb014,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\barge.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-04.png,2
JOB-0135,Barrel of Picked Fish,equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\barrel-of-picked-fish.png,de94de09da3bd73b4ad95dd5fb8a154204669315ade7c341c61e104de48b3421,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\barrel-of-picked-fish.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-04.png,3
JOB-0136,"Barrel, Small",equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\barrel-small.png,1b40bba954bff59bc08e5c37d122893dcb241d8e303757578cd58da3cb2138f5,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\barrel-small.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-04.png,4
JOB-0137,"Basket, Large",equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\basket-large.png,c8f4165d07c043b2c88c722824e443790fb8dc32da26b564820d50141ced8d68,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\basket-large.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-04.png,5
JOB-0138,"Basket, Small",equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\basket-small.png,58faa62ebbdcc2829910e26601472f2a701f0e7099eaf1d56e4d989c281f16ad,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\basket-small.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-04.png,6
JOB-0139,Bell,equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\bell.png,72b914324aeeaf8065ddad915aacd41a5fb6298ad768045c095882c27db00d68,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\bell.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-04.png,7
JOB-0140,Belt,equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\belt.png,d1bc19b5336dc4ce3e242cad3a680e360c0c6a687c82e471cb55dc52aeb9e954,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\belt.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-04.png,8
JOB-0141,"Belt Pouch, Large",equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\belt-pouch-large.png,9ae377f3c8155dac89c6dad5066bf91104b455987d2fe19e56a0765fa027ffab,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\belt-pouch-large.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-04.png,9
JOB-0142,"Belt Pouch, Small",equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\belt-pouch-small.png,c5852763f55191936bbd01ef4b39f049184ef845b444e04c5bc824b237e01d1b,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\belt-pouch-small.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-04.png,10
JOB-0143,Bit and Bridle,equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\bit-and-bridle.png,5cd20f1b5d2ad7ffe71f05d1c93df3dc7b662d0d0a53496aed12cc16bd228c0f,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\bit-and-bridle.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-04.png,11
JOB-0144,Block and Tackle,equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\block-and-tackle.png,a34577c8e084a73e91d0f103e864319cb068b2607788844d4eaff86885198e0e,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\block-and-tackle.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-04.png,12
JOB-0145,Boar,equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\boar.png,e5223df4c99affee0f92ab9409d4c1ef71ed57eb6d9dcd2e61f38975e4ab4ec9,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\boar.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-05.png,1
JOB-0146,Bolt Case,equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\bolt-case.png,16da84a07c99c7f88b2dfc4e797c52f5dc33f83871d454e68d321b08622b53f3,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\bolt-case.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-05.png,2
JOB-0147,Riding Boots,equipment,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\equipment\boots-riding.png,a95c8fb77aa835127e006acff3515cb5e166519b1d23191d7c2226616a6f355d,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\equipment\boots-riding.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-05.png,3
